chapter_title,chapter_file,section_title,knowledge_point,question_type
参数估计,ch20,第二节 区间估计,置信区间与置信水平；,
参数估计,ch20,第二节 区间估计,正态总体参数的置信区间（均值、方差、均值差、方差比）；,
参数估计,ch20,第二节 区间估计,非正态总体参数的置信区间（大样本情形）；,
参数估计,ch20,第二节 区间估计,单侧置信区间的求解,
参数估计,ch20,第二节 区间估计,,正态总体均值的置信区间求解；
参数估计,ch20,第二节 区间估计,,正态总体方差的置信区间求解；
参数估计,ch20,第二节 区间估计,,正态总体均值差、方差比的置信区间求解；
参数估计,ch20,第二节 区间估计,,置信水平与置信区间长度的关系判断；
参数估计,ch20,第二节 区间估计,,单侧置信区间的求解与应用
假设检验,ch21,第一节 假设检验的基本概念,原假设与备择假设；,
假设检验,ch21,第一节 假设检验的基本概念,检验统计量；,
假设检验,ch21,第一节 假设检验的基本概念,拒绝域与临界点；,
假设检验,ch21,第一节 假设检验的基本概念,第一类错误与第二类错误；,
假设检验,ch21,第一节 假设检验的基本概念,显著性水平,
假设检验,ch21,第一节 假设检验的基本概念,,原假设与备择假设的设定；
假设检验,ch21,第一节 假设检验的基本概念,,第一类错误与第二类错误的理解与概率计算；
假设检验,ch21,第一节 假设检验的基本概念,,检验统计量的构造
假设检验,ch21,第二节 正态总体参数的假设检验,单个正态总体均值的假设检验（σ²已知、σ²未知）；,
假设检验,ch21,第二节 正态总体参数的假设检验,单个正态总体方差的假设检验；,
假设检验,ch21,第二节 正态总体参数的假设检验,两个正态总体均值差的假设检验；,
假设检验,ch21,第二节 正态总体参数的假设检验,两个正态总体方差比的假设检验；,
假设检验,ch21,第二节 正态总体参数的假设检验,基于t分布、F分布的单侧假设检验,
假设检验,ch21,第二节 正态总体参数的假设检验,,单个正态总体均值的假设检验；
假设检验,ch21,第二节 正态总体参数的假设检验,,单个正态总体方差的假设检验；
假设检验,ch21,第二节 正态总体参数的假设检验,,两个正态总体均值差、方差比的假设检验；
假设检验,ch21,第二节 正态总体参数的假设检验,,假设检验的拒绝域求解；
假设检验,ch21,第二节 正态总体参数的假设检验,,单侧假设检验的拒绝域构造与检验结论判断
